incident_i,engine_area_c,exposure_c,incident_type_c,property_use_c,detector_c,structure_stat_c,cinjury_c,cfatal_c,finjury_c,ffatal_c,call_month_c,call_day_c,call_hour_c,dispatch_n,arrival_n,clear_n
4653,17,0,700,0,0,0,0,0,0,0,4,10,20,102,511,894
4654,48,0,445,6,0,0,0,0,0,0,4,10,20,162,539,1646
4655,53,0,111,1,0,1,0,0,0,0,4,10,21,82,295,4910
4656,53,0,600,1,0,0,0,0,0,0,4,10,21,157,701,1181
4657,44,0,444,1,0,0,0,0,0,0,4,10,21,61,433,1409
4658,34,0,111,1,0,2,0,0,0,0,4,10,21,116,405,5200
4659,44,0,745,1,0,0,0,0,0,0,4,10,22,69,324,507
4660,35,0,745,0,0,0,0,0,0,0,4,10,23,105,457,777
4661,54,0,745,1,0,0,0,0,0,0,4,10,23,209,584,782
4662,59,0,600,6,0,0,0,0,0,0,4,10,23,40,473,1459
4663,42,0,444,6,0,0,0,0,0,0,4,11,0,82,648,2556
4664,55,0,600,1,0,0,0,0,0,0,4,11,0,106,445,1362
4665,58,0,130,1,0,0,0,0,0,0,4,11,0,46,267,1734
4666,33,0,130,3,0,0,0,0,0,0,4,11,0,159,461,2444
4667,29,0,130,9,0,0,0,0,0,0,4,11,0,175,322,350
4668,58,0,111,1,0,2,0,0,0,0,4,11,0,93,372,1463
4669,33,0,160,10,0,0,0,0,0,0,4,11,1,188,375,1545
4670,59,0,743,12,0,0,0,0,0,0,4,11,2,76,522,783
4671,57,0,111,1,0,2,0,0,0,0,4,11,3,81,369,2255
4672,33,0,111,36,0,1,0,0,0,0,4,11,4,22,335,626
4673,60,0,111,1,0,5,0,0,0,0,4,11,4,91,437,2051
4674,33,0,411,6,0,0,0,0,0,0,4,11,5,42,346,1599
4675,34,0,111,58,0,1,0,0,0,0,4,11,5,97,276,4787
4676,30,0,130,6,0,0,0,0,0,0,4,11,6,62,536,1567
4677,46,0,111,24,0,1,0,0,0,0,4,11,6,70,438,2314
4678,35,0,600,0,0,0,0,0,0,0,4,11,7,111,345,730
4679,51,0,445,25,0,0,0,0,0,0,4,11,8,286,619,1189
4680,34,0,111,1,0,1,0,0,0,0,4,11,8,141,365,1120
4681,41,0,600,0,0,0,0,0,0,0,4,11,11,562,789,1037
4682,39,0,111,27,0,2,0,0,0,0,4,11,11,27,307,2814
4683,41,0,745,1,0,0,0,0,0,0,4,11,11,103,548,620
4684,54,0,600,13,0,0,0,0,0,0,4,11,12,163,400,446
4685,52,0,600,0,3,0,0,0,0,0,4,11,13,120,401,654
4686,27,0,745,63,0,0,0,0,0,0,4,11,13,124,539,734
4687,59,0,700,1,0,0,0,0,0,0,4,11,13,111,591,597
4688,60,0,111,0,0,1,0,0,0,0,4,11,13,132,365,1050
4689,17,0,735,0,0,0,0,0,0,0,4,11,14,134,514,708
4690,27,0,130,35,0,0,0,0,0,0,4,11,15,84,330,1378
4691,30,0,600,1,0,0,0,0,0,0,4,11,15,113,300,604
4692,54,0,600,1,0,0,0,0,0,0,4,11,15,10,273,528
4693,54,0,600,1,0,0,0,0,0,0,4,11,15,122,463,643
4694,54,0,651,0,0,0,0,0,0,0,4,11,15,104,383,589
4695,59,0,745,1,0,0,0,0,0,0,4,11,15,87,544,626
4696,17,0,700,0,0,0,0,0,0,0,4,11,16,352,760,1281
4697,57,0,151,13,0,0,0,0,0,0,4,11,16,72,373,1104
4698,51,0,600,1,0,0,0,0,0,0,4,11,17,98,379,851
4699,32,0,700,1,0,0,0,0,0,0,4,11,17,90,373,425
4700,44,0,700,1,0,0,0,0,0,0,4,11,17,93,384,480
4701,60,0,150,6,0,0,0,0,0,0,4,11,18,132,377,610
4702,1,0,240,3,0,0,0,0,0,0,4,11,19,169,405,5130
4703,57,0,600,1,0,0,0,0,0,0,4,11,20,244,641,1500
4704,55,0,653,1,0,0,0,0,0,0,4,11,20,127,474,642
4705,32,0,600,7,0,0,0,0,0,0,4,11,21,247,586,829
4706,30,0,130,25,0,0,0,0,0,0,4,11,23,100,549,1398
4707,51,0,745,0,0,0,0,0,0,0,4,11,23,87,435,2063
4708,50,0,220,1,0,0,0,0,0,0,4,11,23,70,312,761
4709,17,0,700,25,0,0,0,0,0,0,4,12,0,105,578,928
4710,32,0,111,1,0,3,0,0,0,0,4,12,1,66,370,6319
4711,42,0,600,6,0,0,0,0,0,0,4,12,1,95,642,653
4712,58,0,150,7,0,0,0,0,0,0,4,12,1,171,474,724
4713,34,0,220,6,0,0,0,0,0,0,4,12,2,136,596,785
4714,60,0,111,1,0,2,0,0,0,0,4,12,2,64,226,3068
4715,60,0,700,6,0,0,0,0,0,0,4,12,2,125,187,744
4716,53,0,460,1,0,0,0,0,0,0,4,12,2,21,225,1131
4717,40,0,111,1,0,0,0,0,0,0,4,12,3,115,496,1255
4718,56,0,700,25,0,0,0,0,0,0,4,12,4,154,732,764
4719,27,0,130,7,0,0,0,0,0,0,4,12,4,100,570,1510
4720,52,0,551,7,0,0,0,0,0,0,4,12,5,27,366,821
4721,50,0,651,1,0,0,0,0,0,0,4,12,5,153,455,969
4722,32,0,745,20,0,0,0,0,0,0,4,12,6,109,519,783
4723,1,0,151,3,0,0,0,0,0,0,4,12,6,130,384,546
4724,17,0,113,0,1,0,0,0,0,0,4,12,8,115,474,825
4725,39,0,745,6,0,0,0,0,0,0,4,12,8,107,450,495
4726,1,0,745,0,0,0,0,0,0,0,4,12,9,124,441,555
4727,46,0,600,1,0,0,0,0,0,0,4,12,10,144,402,698
4728,33,0,745,1,0,0,0,0,0,0,4,12,10,124,489,540
4729,60,0,700,1,0,0,0,0,0,0,4,12,10,219,579,655
4730,53,0,746,17,0,0,0,0,0,0,4,12,10,346,771,1949
4731,32,0,111,1,0,1,0,0,0,0,4,12,10,138,547,1430
4732,30,0,736,17,0,0,0,0,0,0,4,12,11,77,495,781
4733,40,0,745,6,0,0,0,0,0,0,4,12,11,104,435,2113
4734,40,0,745,0,0,0,0,0,0,0,4,12,12,121,491,899
4735,17,0,661,0,0,0,0,0,0,0,4,12,12,46,399,1207
4736,54,0,700,74,0,0,0,0,0,0,4,12,13,42,470,586
4737,40,0,745,1,0,0,0,0,0,0,4,12,13,97,365,410
4738,41,0,111,1,0,1,0,0,0,0,4,12,14,131,351,3621
4739,54,0,600,17,0,0,0,0,0,0,4,12,14,85,464,1334
4740,35,0,130,6,0,0,0,0,0,0,4,12,14,98,368,1453
4741,17,0,745,9,0,0,0,0,0,0,4,12,14,150,370,1455
4742,55,0,600,6,0,0,0,0,0,0,4,12,15,176,499,682
4743,40,0,700,6,0,0,0,0,0,0,4,12,16,119,295,392
4744,56,0,118,13,3,0,0,0,0,0,4,12,16,96,391,1009
4745,9,0,411,9,0,0,0,0,0,0,4,12,16,34,387,1021
4746,51,0,600,1,0,0,0,0,0,0,4,12,17,133,458,515
4747,60,0,143,8,0,0,0,0,0,0,4,12,17,108,390,801
4748,39,0,700,1,0,0,0,0,0,0,4,12,17,88,599,604
4749,40,0,600,6,0,0,0,0,0,0,4,12,17,166,349,1006
4750,17,0,651,0,0,0,0,0,0,0,4,12,18,138,405,1002
4751,57,0,150,17,0,0,0,0,0,0,4,12,19,82,371,970
4752,30,0,130,25,0,0,0,0,0,0,4,12,19,208,613,2217
4753,42,0,710,1,1,0,0,0,0,0,4,12,19,97,372,469
4754,33,0,151,8,3,0,0,0,0,0,4,12,20,127,578,1071
4755,59,0,130,9,0,0,0,0,0,0,4,12,20,70,238,681
4756,56,0,143,46,0,0,0,0,0,0,4,12,20,125,327,1167
4757,59,0,111,9,0,0,0,0,0,0,4,12,20,278,508,1712
4758,17,0,743,0,0,0,0,0,0,0,4,12,20,133,548,580
4759,27,0,700,0,0,0,0,0,0,0,4,12,20,85,546,770
4760,40,0,700,6,0,0,0,0,0,0,4,12,20,22,693,974
4761,59,0,700,1,0,0,0,0,0,0,4,12,20,65,661,904
4762,27,0,130,35,0,3,0,0,0,0,4,12,20,178,429,1381
4763,40,0,700,6,0,0,0,0,0,0,4,12,21,330,573,757
4764,39,0,111,1,0,5,0,0,0,0,4,12,21,102,307,1928
4765,1,0,745,0,2,0,0,0,0,0,4,12,21,84,317,687
4766,46,0,600,7,0,0,0,0,0,0,4,12,21,33,381,758
4767,50,0,445,1,0,0,0,0,0,0,4,12,21,196,446,634
4768,30,0,113,1,1,0,1,0,0,0,4,12,21,91,303,2510
4769,56,0,111,1,0,1,0,0,0,0,4,12,22,54,286,4191
4770,39,0,745,9,0,0,0,0,0,0,4,12,22,74,471,762
4771,35,0,143,9,0,0,0,0,0,0,4,12,22,153,405,1757
4772,27,0,745,0,0,0,0,0,0,0,4,12,22,84,361,421
4773,57,0,112,1,0,2,0,0,0,0,4,12,23,102,488,3949
4774,44,0,130,8,0,0,0,0,0,0,4,13,0,106,332,1481
4775,55,0,150,1,0,0,0,0,0,0,4,13,0,166,518,1089
4776,1,0,700,107,0,0,0,0,0,0,4,13,0,25,395,500
4777,34,0,745,0,0,0,0,0,0,0,4,13,1,103,393,480
4778,34,0,130,1,0,0,0,0,0,0,4,13,3,113,398,1383
4779,58,0,745,1,0,0,0,0,0,0,4,13,3,112,492,500
4780,52,0,130,6,0,0,0,0,0,0,4,13,3,148,577,1971
4781,57,0,600,1,0,0,0,0,0,0,4,13,4,136,585,1103
4782,60,0,710,1,0,0,0,0,0,0,4,13,4,71,417,473
4783,51,0,651,19,0,0,0,0,0,0,4,13,7,175,400,514
4784,1,0,700,5,0,0,0,0,0,0,4,13,7,8,335,373
4785,51,0,130,3,0,0,0,0,0,0,4,13,9,184,577,1061
4786,9,0,700,55,0,0,0,0,0,0,4,13,9,32,499,556
4787,17,0,700,0,0,0,0,0,0,0,4,13,10,292,581,594
4788,44,0,700,1,0,0,0,0,0,0,4,13,11,101,497,616
4789,44,0,440,1,0,0,0,0,0,0,4,13,11,174,411,4063
4790,55,0,745,1,0,0,0,0,0,0,4,13,12,119,576,680
4791,54,0,471,32,0,0,0,0,0,0,4,13,12,334,1006,8904
4792,59,0,600,1,0,0,0,0,0,0,4,13,13,130,621,1718
4793,1,0,600,55,0,0,0,0,0,0,4,13,13,123,402,509
4794,56,0,118,20,3,0,0,0,0,0,4,13,13,67,480,1864
4795,27,0,741,24,0,0,0,0,0,0,4,13,13,83,355,529
4796,27,0,445,7,0,0,0,0,0,0,4,13,14,107,508,725
4797,42,0,600,1,0,0,0,0,0,0,4,13,14,228,626,1160
4798,56,0,111,1,0,4,0,0,0,0,4,13,14,293,565,5585
4799,39,0,151,3,0,0,0,0,0,0,4,13,16,105,407,538
4800,17,0,445,6,0,0,0,0,0,0,4,13,16,88,661,1141
4801,53,0,600,25,0,0,0,0,0,0,4,13,16,176,456,759
4802,27,0,160,7,0,0,0,0,0,0,4,13,17,95,536,1022
4803,48,0,411,25,0,0,0,0,0,0,4,13,17,506,1139,1290
4804,1,0,745,66,0,0,0,0,0,0,4,13,17,84,354,1519
4805,33,0,745,0,0,0,0,0,0,0,4,13,17,200,926,937
4806,55,0,600,1,0,0,0,0,0,0,4,13,17,193,606,637
4807,32,0,600,7,0,0,0,0,0,0,4,13,18,65,426,1637
4808,33,0,151,1,0,0,0,0,0,0,4,13,18,170,532,612
4809,54,0,600,1,0,0,0,0,0,0,4,13,19,0,187,543
4810,50,0,700,1,0,0,0,0,0,0,4,13,19,54,310,863
4811,46,0,440,1,0,0,0,0,0,0,4,13,19,207,679,2372
4812,59,0,600,1,0,0,0,0,0,0,4,13,20,31,265,462
4813,57,0,600,1,0,0,0,0,0,0,4,13,20,118,679,766
4814,34,0,111,1,0,4,0,0,0,0,4,13,20,112,302,729
4815,55,0,113,1,3,0,0,0,0,0,4,13,21,12,398,614
4816,53,0,111,10,0,2,0,0,0,0,4,13,21,108,353,984
4817,60,0,111,1,0,4,0,0,0,0,4,13,21,114,349,8393
4818,60,0,600,17,0,0,0,0,0,0,4,13,22,99,451,845
4819,27,0,111,47,0,5,0,0,0,0,4,13,22,118,508,1712
4820,53,0,111,1,0,1,0,0,0,0,4,13,22,77,341,1363
4821,34,0,111,1,0,4,0,0,0,0,4,13,22,104,280,4719
4822,60,0,150,1,0,0,0,0,0,0,4,13,22,110,935,938
4823,54,0,111,1,0,2,0,0,0,0,4,13,22,94,339,3103
4824,59,0,600,25,0,0,0,0,0,0,4,13,22,186,449,791
4825,50,0,111,1,0,4,0,0,0,0,4,13,23,71,366,3205
4826,30,0,651,0,0,0,0,0,0,0,4,13,23,113,633,1625
4827,60,0,481,1,0,0,0,0,0,0,4,13,23,25,798,1196
4828,52,0,111,1,0,1,0,0,0,0,4,14,0,72,475,8171
4829,54,0,111,1,0,2,0,0,0,0,4,14,0,50,290,2526
4830,42,0,412,1,0,0,0,0,0,0,4,14,1,169,497,3394
4831,9,0,111,27,0,1,0,0,0,0,4,14,1,159,654,6649
4832,9,1,111,27,0,1,0,0,0,0,4,14,1,0,654,6649
4833,9,0,700,6,0,0,0,0,0,0,4,14,1,82,531,637
4834,32,0,700,0,0,0,0,0,0,0,4,14,1,197,436,623
4835,59,0,111,1,0,1,0,0,0,0,4,14,1,122,434,1785
4836,40,0,150,0,0,0,0,0,0,0,4,14,1,40,435,454
4837,40,0,710,0,0,0,0,0,0,0,4,14,2,27,257,357
4838,50,0,130,5,0,0,0,0,0,0,4,14,3,69,360,3361
4839,9,0,600,27,0,0,0,0,0,0,4,14,4,186,585,934
4840,54,0,130,40,0,1,0,0,0,0,4,14,5,181,721,4036
4841,9,0,444,7,0,0,0,0,0,0,4,14,7,66,435,486
4842,34,0,111,1,0,4,0,0,0,0,4,14,7,85,335,1316
4843,55,0,600,1,0,0,0,0,0,0,4,14,7,64,396,463
4844,60,0,111,1,0,5,0,0,0,0,4,14,8,96,430,1244
4845,35,0,700,33,0,0,0,0,0,0,4,14,8,295,679,961
4846,50,0,410,1,0,0,0,0,0,0,4,14,8,27,343,489
4847,30,0,111,1,0,5,0,0,0,0,4,14,9,163,334,2714
4848,56,0,700,0,0,0,0,0,0,0,4,14,10,120,356,510
4849,42,0,600,0,0,0,0,0,0,0,4,14,11,120,459,474
4850,41,0,111,0,0,0,0,0,0,0,4,14,11,198,418,467
4851,52,0,111,1,0,0,0,0,0,0,4,14,11,118,333,637
4852,0,0,130,80,0,0,0,0,0,0,4,14,12,13,540,7774
4853,60,0,111,1,0,1,0,0,0,0,4,14,12,66,330,471
4854,41,0,745,16,0,0,0,0,0,0,4,14,13,138,409,460
4855,27,0,411,14,0,0,0,0,0,0,4,14,13,41,342,1606
4856,34,0,113,1,3,0,0,0,0,0,4,14,13,84,257,1215
4857,34,0,111,1,0,3,0,0,0,0,4,14,13,221,225,4916
4858,17,0,600,22,0,0,0,0,0,0,4,14,14,120,368,561
4859,59,0,600,17,0,0,0,0,0,0,4,14,15,153,402,446
4860,48,0,700,6,0,0,0,0,0,0,4,14,15,478,824,968
4861,30,0,412,1,0,0,0,0,0,0,4,14,15,236,602,1362
4862,51,0,700,1,0,0,0,0,0,0,4,14,15,121,616,823
4863,60,0,111,27,0,4,0,0,0,0,4,14,16,188,649,3564
4864,60,1,111,27,0,1,0,0,0,0,4,14,16,0,0,0
4865,51,0,745,1,0,0,0,0,0,0,4,14,16,178,509,783
4866,56,0,411,25,0,0,0,0,0,0,4,14,16,275,660,1222
4867,54,0,600,17,0,0,0,0,0,0,4,14,17,70,275,357
4868,35,0,730,50,0,0,0,0,0,0,4,14,17,284,534,1959
4869,58,0,151,1,0,0,0,0,0,0,4,14,18,144,383,2626
4870,9,0,740,36,0,0,0,0,0,0,4,14,18,49,379,625
4871,50,0,700,1,0,0,0,0,0,0,4,14,18,77,320,429
4872,30,0,600,6,0,0,0,0,0,0,4,14,18,75,109,180
4873,30,0,130,6,0,0,0,0,0,0,4,14,18,112,260,1070
4874,30,0,600,0,0,0,0,0,0,0,4,14,18,159,417,588
4875,42,0,151,14,0,0,0,0,0,0,4,14,19,117,396,1010
4876,50,0,700,1,0,0,0,0,0,0,4,14,19,22,173,256
4877,51,0,600,6,0,0,0,0,0,0,4,14,19,303,653,787
4878,54,0,154,7,0,0,0,0,0,0,4,14,20,195,543,1670
4879,9,0,721,9,0,0,0,0,0,0,4,14,20,336,0,566
4880,39,0,740,0,0,0,0,0,0,0,4,14,20,49,298,727
4881,39,0,745,7,0,0,0,0,0,0,4,14,20,64,295,430
4882,39,0,151,6,0,0,0,0,0,0,4,14,21,180,484,2150
4883,35,0,700,1,0,0,0,0,0,0,4,14,21,259,481,539
4884,17,0,111,1,0,1,0,0,0,0,4,14,21,0,1,7211
4885,17,1,111,1,0,2,0,0,0,0,4,14,21,71,302,7811
4886,39,0,111,0,0,1,0,0,0,0,4,14,21,128,477,1508
4887,34,0,561,1,0,0,0,0,0,0,4,14,22,206,430,923
4888,55,0,150,1,0,0,0,0,0,0,4,14,22,77,411,690
4889,30,0,745,1,0,0,0,0,0,0,4,14,22,144,557,733
4890,58,0,600,6,0,0,0,0,0,0,4,14,22,60,494,729
4891,39,0,412,1,0,0,0,0,0,0,4,14,23,197,551,874
4892,60,0,111,1,0,4,0,0,0,0,4,14,23,81,305,3103
4893,34,0,622,1,0,0,0,0,0,0,4,14,23,88,450,755
4894,52,0,700,1,0,0,0,0,0,0,4,15,0,157,526,794
4895,53,0,651,0,0,0,0,0,0,0,4,15,0,158,549,1925
4896,51,0,151,7,0,0,0,0,0,0,4,15,0,307,776,1261
4897,33,0,131,13,0,0,0,0,0,0,4,15,1,102,440,1711
4898,59,0,131,6,0,0,0,0,0,0,4,15,2,89,326,1303
4899,17,0,111,1,0,2,0,0,0,0,4,15,2,80,474,1649
4900,58,0,111,1,0,2,0,0,0,0,4,15,3,81,365,7173
4901,58,1,111,1,0,1,0,0,0,0,4,15,3,0,0,0
4902,52,0,111,1,0,2,0,0,0,0,4,15,3,120,383,7301
4903,27,0,151,7,0,0,0,0,0,0,4,15,3,86,637,1347
4904,57,0,111,1,0,2,0,0,0,0,4,15,3,117,449,1533
4905,27,0,700,30,0,0,0,0,0,0,4,15,3,153,519,633
4906,53,0,745,1,0,0,0,0,0,0,4,15,3,102,505,559
4907,52,0,700,6,0,0,0,0,0,0,4,15,4,154,234,285
4908,27,0,130,25,0,0,0,0,0,0,4,15,5,266,546,1645
4909,17,0,611,25,0,0,0,0,0,0,4,15,5,225,454,459
4910,39,0,600,1,0,0,0,0,0,0,4,15,5,34,362,802
4911,27,0,411,7,0,0,0,0,0,0,4,15,8,132,456,668
4912,51,0,111,1,0,1,0,0,0,0,4,15,10,64,329,1471
4913,54,0,600,1,0,0,0,0,0,0,4,15,10,279,549,933
4914,35,0,444,7,0,0,0,0,0,0,4,15,11,6,12,2309
4915,1,0,700,12,0,0,0,0,0,0,4,15,12,9,80,86
4916,9,0,600,7,0,0,0,0,0,0,4,15,12,149,396,693
4917,30,0,700,1,0,0,0,0,0,0,4,15,12,83,350,363
4918,32,0,111,1,0,2,0,0,0,0,4,15,13,111,413,2040
4919,60,0,740,1,0,0,0,0,0,0,4,15,13,72,416,425
4920,59,0,411,3,0,0,0,0,0,0,4,15,13,91,372,807
4921,17,0,151,33,0,0,0,0,0,0,4,15,14,110,450,1229
4922,41,0,130,7,0,0,0,0,0,0,4,15,14,96,625,1355
4923,42,0,611,1,0,0,0,0,0,0,4,15,14,94,181,192
4924,1,0,745,16,0,0,0,0,0,0,4,15,15,188,327,508
4925,53,0,111,10,0,2,0,0,0,0,4,15,15,141,443,9645
4926,9,0,600,7,0,0,0,0,0,0,4,15,15,219,448,563
4927,52,0,745,1,0,0,0,0,0,0,4,15,15,58,265,319
4928,55,0,600,1,0,0,0,0,0,0,4,15,16,99,571,956
4929,57,0,411,25,0,0,0,0,0,0,4,15,16,83,453,1983
4930,30,0,651,1,0,0,0,0,0,0,4,15,17,79,321,1844
4931,35,0,700,1,0,0,0,0,0,0,4,15,17,64,386,491
4932,52,0,142,6,0,0,0,0,0,0,4,15,18,73,534,1077
4933,55,0,111,10,0,4,0,0,0,0,4,15,18,124,489,1864
4934,52,0,745,1,0,0,0,0,0,0,4,15,18,83,597,605
4935,53,0,651,1,0,0,0,0,0,0,4,15,18,131,528,1169
4936,27,0,111,22,0,1,0,0,0,0,4,15,18,150,274,2415
4937,41,0,745,0,0,0,0,0,0,0,4,15,18,307,508,642
4938,55,0,745,1,0,0,0,0,0,0,4,15,18,118,491,499
4939,30,0,745,1,0,0,0,0,0,0,4,15,19,109,418,642
4940,40,0,745,49,0,0,0,0,0,0,4,15,19,80,388,467
4941,53,0,100,10,0,0,0,0,0,0,4,15,19,196,505,1373
4942,60,0,151,1,0,0,0,0,0,0,4,15,20,115,375,1345
4943,59,0,700,57,0,0,0,0,0,0,4,15,20,40,356,460
4944,46,0,151,13,0,0,0,0,0,0,4,15,20,98,325,781
4945,32,0,600,1,0,0,0,0,0,0,4,15,20,55,251,368
4946,57,0,600,1,0,0,0,0,0,0,4,15,21,87,348,1056
4947,56,0,600,6,3,0,0,0,0,0,4,15,21,135,0,439
4948,35,0,700,0,0,0,0,0,0,0,4,15,21,77,319,648
4949,60,0,700,6,0,0,0,0,0,0,4,15,22,88,320,415
4950,46,0,130,7,0,0,0,0,0,0,4,15,22,71,218,1091
4951,40,0,113,1,3,0,0,0,0,0,4,15,22,76,251,1184
4952,53,0,100,10,0,2,0,0,0,0,4,15,23,64,417,744
4953,42,0,745,1,0,0,0,0,0,0,4,15,23,83,877,1244
4954,30,0,700,1,0,0,0,0,0,0,4,15,23,100,453,625
4955,41,0,745,0,0,0,0,0,0,0,4,15,23,193,426,549
4956,55,0,113,0,3,0,0,0,0,0,4,16,0,109,437,1430
4957,41,0,111,1,0,2,0,0,0,0,4,16,1,94,316,6994
4958,39,0,611,0,0,0,0,0,0,0,4,16,2,16,0,119
4959,41,0,111,9,0,0,0,0,0,0,4,16,2,232,503,715
4960,55,0,130,7,0,0,0,0,0,0,4,16,3,55,361,1371
4961,33,0,111,1,0,4,0,0,0,0,4,16,3,76,367,2358
4962,27,0,600,6,0,0,0,0,0,0,4,16,4,152,574,602
4963,1,0,130,3,0,0,0,0,0,0,4,16,4,90,348,1017
4964,40,0,111,1,0,1,0,0,0,0,4,16,5,140,396,2203
4965,60,0,111,1,3,1,1,0,0,0,4,16,6,101,401,2222
4966,27,0,745,74,0,0,0,0,0,0,4,16,6,48,662,767
4967,39,0,611,1,0,0,0,0,0,0,4,16,6,50,80,88
4968,33,0,111,1,0,2,0,0,0,0,4,16,7,45,279,1014
4969,50,0,551,6,0,0,0,0,0,0,4,16,7,172,416,1721
4970,60,0,700,1,0,0,0,0,0,0,4,16,7,76,423,705
4971,53,0,424,1,0,0,0,0,0,0,4,16,9,239,1242,1554
4972,34,0,600,6,0,0,0,0,0,0,4,16,10,149,548,872
4973,9,0,151,13,0,0,0,0,0,0,4,16,10,145,359,867
4974,55,0,745,0,0,0,0,0,0,0,4,16,10,92,710,827
4975,54,0,130,3,0,0,0,0,0,0,4,16,10,109,462,2374
4976,55,0,130,1,0,0,0,0,0,0,4,16,11,72,494,1851
4977,44,0,600,0,0,0,0,0,0,0,4,16,11,92,388,656
4978,39,0,745,1,0,0,0,0,0,0,4,16,11,84,378,407
4979,29,0,130,8,0,0,0,0,0,0,4,16,11,109,617,1607
4980,55,0,651,1,0,0,0,0,0,0,4,16,11,98,444,975
4981,44,0,111,1,0,5,0,0,0,0,4,16,11,122,394,5125
4982,27,0,151,9,0,0,0,0,0,0,4,16,12,95,686,779
4983,60,0,700,1,0,0,0,0,0,0,4,16,13,70,356,454
4984,60,0,111,1,3,1,0,0,0,0,4,16,14,72,435,2384
4985,40,0,445,1,0,0,0,0,0,0,4,16,14,96,305,827
4986,60,0,745,78,0,0,0,0,0,0,4,16,14,55,370,549
4987,30,0,600,7,0,0,0,0,0,0,4,16,14,76,275,374
4988,50,0,143,13,0,0,0,0,0,0,4,16,15,71,433,890
4989,1,0,130,6,0,0,0,0,0,0,4,16,15,41,268,329
4990,60,0,111,1,0,10,0,0,0,0,4,16,16,86,332,3818
4991,48,0,600,33,0,0,0,0,0,0,4,16,16,614,947,1161
4992,59,0,745,1,0,0,0,0,0,0,4,16,16,50,339,614
4993,35,0,111,1,0,1,0,0,0,0,4,16,16,139,364,4157
4994,46,0,143,1,0,0,0,0,0,0,4,16,16,104,770,886
4995,41,0,745,1,0,0,0,0,0,0,4,16,17,117,376,571
4996,41,0,411,25,0,0,0,0,0,0,4,16,17,46,327,1627
4997,32,1,740,36,0,0,0,0,0,0,4,16,17,16,535,847
4998,54,0,444,1,0,0,0,0,0,0,4,16,18,84,497,2751
4999,17,0,745,9,0,0,0,0,0,0,4,16,18,138,490,1134
5000,54,0,150,6,0,0,0,0,0,0,4,16,18,171,447,916
5001,55,0,113,1,3,0,0,0,0,0,4,16,19,51,434,1479
5002,32,0,482,0,0,0,0,0,0,0,4,16,20,56,343,1175
5003,52,0,111,1,0,1,0,0,0,0,4,16,20,78,273,2314
5004,56,0,130,1,0,0,0,0,0,0,4,16,21,50,313,2452
5005,60,0,745,1,0,0,0,0,0,0,4,16,22,71,279,327
5006,57,0,600,1,0,0,0,0,0,0,4,16,23,218,547,849
5007,55,0,130,1,0,0,0,0,0,0,4,17,0,165,531,2494
5008,33,0,600,0,0,0,0,0,0,0,4,17,1,89,373,566
5009,32,0,111,1,0,1,0,0,0,0,4,17,3,123,456,914
5010,59,0,745,51,0,0,0,0,0,0,4,17,3,78,547,771
5011,41,0,700,1,0,0,0,0,0,0,4,17,3,100,412,610
5012,44,0,111,1,0,2,0,0,0,0,4,17,5,89,381,5499
5013,60,0,111,9,0,0,0,0,0,0,4,17,7,185,574,602
5014,59,0,736,1,0,0,0,0,0,0,4,17,8,109,339,632
5015,39,0,111,1,0,1,0,0,0,0,4,17,8,57,263,8269
5016,9,0,111,24,0,1,0,0,0,0,4,17,9,119,293,1061
5017,17,0,745,49,0,0,0,0,0,0,4,17,9,134,532,592
5018,9,0,600,39,0,0,0,0,0,0,4,17,10,69,432,448
5019,58,0,745,1,0,0,0,0,0,0,4,17,10,96,421,553
5020,39,0,600,3,0,0,0,0,0,0,4,17,11,305,623,766
5021,53,0,710,36,0,0,0,0,0,0,4,17,11,37,284,396
5022,27,0,130,6,0,0,0,0,0,0,4,17,11,85,440,1666
5023,30,0,411,1,0,0,0,0,0,0,4,17,12,110,375,494
5024,58,0,600,14,0,0,0,0,0,0,4,17,13,107,329,556
5025,52,0,411,43,0,0,0,0,0,0,4,17,13,86,275,1002
5026,50,0,745,1,0,0,0,0,0,0,4,17,14,132,379,504
5027,27,0,150,13,0,0,0,0,0,0,4,17,14,101,445,790
5028,35,0,745,0,0,0,0,0,0,0,4,17,14,107,391,606
5029,35,0,445,6,0,0,0,0,0,0,4,17,14,110,258,3909
5030,57,0,411,7,0,0,0,0,0,0,4,17,15,36,257,528
5031,1,0,745,41,0,0,0,0,0,0,4,17,15,88,402,562
5032,30,0,160,1,0,0,0,0,0,0,4,17,15,67,365,1145
5033,29,0,143,13,0,0,0,0,0,0,4,17,16,63,417,618
5034,35,0,600,1,0,0,0,0,0,0,4,17,16,102,285,542
5035,27,0,745,24,0,0,0,0,0,0,4,17,17,68,344,559
5036,34,0,130,6,0,0,0,0,0,0,4,17,17,61,186,1163
5037,59,0,651,9,0,0,0,0,0,0,4,17,17,99,216,224
5038,42,0,745,39,0,0,0,0,0,0,4,17,18,76,352,1303
5039,52,0,111,1,0,2,0,0,0,0,4,17,18,137,332,1291
5040,42,0,745,1,0,0,0,0,0,0,4,17,18,94,340,766
5041,41,0,745,1,0,0,0,0,0,0,4,17,19,99,216,2382
5042,40,0,160,1,0,0,0,0,0,0,4,17,19,145,821,882
5043,39,0,600,3,0,0,0,0,0,0,4,17,19,34,228,658
